Date,stock,q_price,q_log_return,peRatio,marketCap,priceToSalesRatio,ptbRatio,enterpriseValueOverEBITDA,netIncomePerShare,roe,returnOnTangibleAssets,freeCashFlowPerShare,operatingCashFlowPerShare,currentRatio,debtToEquity,capexToOperatingCashFlow,grahamNumber,incomeQuality
2012-06-30,ETN,36.68340301513672,0.10398540009622836,8.74038612565445,13355310000.0,3.2830162241887906,1.6826647347864434,37.64400437636761,1.1335311572700297,0.04812901600100794,0.035744362309347806,1.0178041543026706,1.3916913946587537,1.6621409921671018,0.550963840241905,-0.26865671641791045,24.508753834493653,1.2277486910994764
2012-09-30,ETN,28.94637489318848,-0.23687944225254842,11.532220289855072,15914464000.0,4.028978227848102,1.936066180048662,35.30534054054054,1.021919431279621,0.041970802919708027,0.03221589317396582,1.4218009478672986,1.7950236966824644,1.6707119741100325,0.49939172749391725,-0.2079207920792079,23.661064389718423,1.7463976945244957
2012-12-31,ETN,35.10637664794922,0.1929378082540114,28.853120111731844,20658834000.0,4.767789983844911,1.3669578508568783,157.7287448979592,0.46944662995017045,0.01184410772182889,0.012256076686066415,1.1827956989247312,1.8017309205350118,1.4303473491773309,0.7168001058691194,-0.3435225618631732,20.4609743268359,3.816666666666667
2013-03-31,ETN,42.38511276245117,0.1884144016363858,19.094472222222223,28870842000.0,5.437070056497175,1.9035301641722158,80.75335157894737,0.8010171646535282,0.024922529175182964,0.026926912665621885,-0.046620046620046623,0.21190930281839374,1.6716296145217213,0.667633678380695,-1.22,24.067834974719155,0.2631578947368421
2013-06-30,ETN,46.24678802490234,0.08719482694678904,15.926939271255062,31471632000.0,5.6179278828989645,2.045206134650377,67.11178842975207,1.0435149978876215,0.03210293735378217,0.03523035230352303,1.0139416983523448,1.2864385297845373,1.6520778960048184,0.6341954769950611,-0.21182266009852216,27.62597209160979,1.2253521126760563
2013-09-30,ETN,50.61177444458008,0.09019223232040119,15.995176470588238,32630160000.0,5.819539860888176,2.0303752100056003,71.37184931506849,1.0759493670886076,0.031734179578122086,0.03694313654473017,1.229957805907173,1.4852320675105486,1.7344677483181639,0.6031360836288968,-0.171875,28.649658920430625,1.3696498054474708
2013-12-31,ETN,52.84455490112305,0.043170431944341114,18.859167014613778,36134164000.0,6.537753573367107,2.151995950211423,91.17752342158859,1.009058352643775,0.02852718718361027,0.034685010861694426,1.3271539919949442,1.8369496524120497,1.7767602767602768,0.5686975165267107,-0.2775229357798165,28.338578707289184,1.8091286307053942
2014-03-31,ETN,58.16605758666992,0.09594730392888051,20.35426879271071,35742096000.0,6.5080291332847775,2.097910195456947,85.96717669902912,0.9226565783942833,0.025767447320537654,0.031964467744284256,-0.20596889449348466,0.025220680958385876,1.8070759625390218,0.5467511885895404,-9.166666666666666,27.264381068858718,0.027210884353741496
2014-06-30,ETN,58.76887512207031,0.010310398468658555,53.698774853801176,36729962000.0,6.36898942257673,2.1628761041102345,59.698362433862435,0.3593191847026686,0.010069485337416088,0.012297734627831715,1.0653498634166843,1.33011136793444,1.5944434421793252,0.5319161465080674,-0.1990521327014218,16.985096855481718,3.6802325581395348
2014-09-30,ETN,60.40958404541016,0.02753538850267301,12.495048172757473,30088076000.0,5.25280656424581,1.8139552661723035,55.06171346704871,1.2679022746419546,0.0362934828480135,0.04488517745302714,0.3096040438079191,0.6086773378264533,1.6909346169273967,0.5425935973955507,-0.4913494809688581,31.569137502245997,0.47768595041322315
